技能名称,相似技能1,相似度1,相似技能2,相似度2,相似技能3,相似度3,相似技能4,相似度4,相似技能5,相似度5,相似技能6,相似度6,相似技能7,相似度7,相似技能8,相似度8,相似技能9,相似度9,相似技能10,相似度10
项目状态监控,游戏研发项目特点,0.8,敏捷管理知识,0.8,敏捷项目管理,0.8,工作流,0.8,项目管理理论,0.8,项目管理技能,0.8,项目管理知识体系,0.76,目总体规划,0.7200000000000001,项目估算及计划,0.68,,
交换机的运行机制,愿意接受挑战,0.8,云计算,0.76,虚拟化,0.7200000000000001,linux操作系统,0.68,代码基础,0.6400000000000001,用户服务意识,0.6000000000000001,exce,0.5599999999999999,公司现有软硬件的产品,0.52,技术交流,0.48,,
非定型容器,实践经历,1.0,技术分析,1.0,互动交流,1.0,inventor,1.0,校内外活动,1.0,工程制图,1.0,英文听说,1.0,化办公软件,1.0,责任心上进心,1.0,,
条理性好,探索精神,0.8,语言组织,0.76,文字撰写功底,0.7200000000000001,运营管理,0.68,核心胜任力,0.6400000000000001,沟综合素质,0.6000000000000001,表达沟通,0.6,前端开发,0.5599999999999999,react技术栈,0.52,,
v非常,搭班子,0.8,四级水平,0.76,v思路,0.7200000000000001,三观正,0.68,生活工作习惯,0.6400000000000001,bash,0.6000000000000001,tornado,0.5599999999999999,ruby,0.52,算法知识,0.48,,
商务谈判,亲和؜力,3.05,销售思维,2.41,组织协调力,2.12,市场开拓,1.6,普通话标准,1.56,工作主动性,1.55,资源拓展整合,1.54,沟通表达理,1.51,积极向上,0.95,主动性,0.95
测试技术基本知识,理论基础知识,0.8,控制器功能原理,0.76,python程序,0.7200000000000001,系统结构,0.68,测试开发语言,0.65,软件研发流程,0.65,测试理论,0.6400000000000001,软硬件测试流程,0.6000000000000001,射频测试设备,0.5599999999999999,,
互联网络,直播平台,0.8,市场观察力,0.8,商务合作思维,0.76,网络通,0.76,团队协作的思想,0.7200000000000001,捕捉客户需求点,0.7200000000000001,商务谈判,0.68,沟通表达理,0.68,行动力,0.65,进取心,0.65
财税软件,综合管理,0.8,公司财务管理流程,0.76,会计核算,0.7200000000000001,编写计算程序,0.7,系统软件,0.7,商品进,0.7,营销知识,0.68,营销管理知识,0.6400000000000001,开单发货,0.6000000000000001,,
金融经,沟通类,0.8,语言沟通,0.76,sas,0.7200000000000001,语言要求,0.7,快速适应,0.7,思路方法,0.7,资源拓展整合,0.68,市场开拓,0.6400000000000001,口齿清晰,0.6000000000000001,,
产品思维,数字化,0.8,化妆品护肤品重度用户,0.8,数据挖掘,0.76,热衷种草,0.76,化办公软件,0.75,审美力,0.75,极富团队合作精神,0.75,感染力,0.75,产品设计敏感,0.7200000000000001,喜欢研究化妆品成分,0.7200000000000001
草图大师,施工工艺4,0.8,室内装修工艺,0.76,基本装修的工艺流程,0.7200000000000001,游戏运营有浓厚兴趣,0.7,illustrator,0.7,l积极肯干,0.7,设计功底,0.68,沟通表达流利,0.6400000000000001,设计软件,0.6000000000000001,,
客户沟通维护经验,正形象气质,1.0,英语四级通,1.0,各大论坛,1.0,详情页策划,1.0,自我激励,1.0,html5css,1.0,产品关键词,1.0,了解公司产品,1.0,推广技巧,1.0,,
大数据平台生态组件,storm,1.0,sql基础,1.0,文档数据库,1.0,数据变化敏感度,1.0,型关系型数据库,1.0,spark,1.0,flink,1.0,yarn,1.0,hbase,1.0,系统安装,0.8
技能设计,文字呈现,0.95,逻辑思考力,0.95,策划逻辑,0.95,思路开阔,0.95,热爱化妆,0.95,反推过市面arpg,0.95,客户沟通运作流程,0.95,关卡设计,0.95,游戏设计,0.8,,
工作流,项目管理技能,0.8,项目管理知识体系,0.76,目总体规划,0.7200000000000001,游戏研发项目特点,0.7,敏捷项目管理,0.7,敏捷管理知识,0.7,项目估算及计划,0.68,项目状态监控,0.6400000000000001,项目管理理论,0.6000000000000001,,
自动化测,db2,0.8,出差沟通需求,0.76,数据变化敏感度,0.7200000000000001,短期在客户现场作业,0.68,基本功扎实,0.65,数据质量产品,0.65,spark,0.6400000000000001,storm,0.6000000000000001,数据库知识,0.5599999999999999,,
电脑的基本操作,理解力,0.85,团队精神6,0.85,高度额责任心,0.85,方向感,0.85,自驱动力,0.85,适应性,0.85,影像科工作经验,0.8,人体解剖结构,0.76,offic办公软件,0.7200000000000001,,
网络交换机调试,目标检测算法,0.8,图像分类,0.76,caffe,0.7200000000000001,视频分析,0.7,计算机图形学,0.7,图像处理,0.7,逻辑化,0.68,常用操作系统,0.6400000000000001,模式识,0.6000000000000001,,
基础控制算法,软件测,0.85,机械的构造,0.85,低温制冷,0.85,逻辑思考力,0.85,电路基础知识,0.85,专业基础,0.85,主流制冷剂的原理,0.8,手动工具,0.76,offic办公软件,0.7200000000000001,,
数据测算方法,决策指导,0.8,书面交流,0.8,思维逻辑性,0.8,业务规划,0.8,创新精神,0.8,互联网发展趋势,0.8,产品开发,0.76,在校综合表现,0.7200000000000001,测未来产品发展,0.68,,
仿真分析软件,非金属材料的组织性能特性,0.95,钻研精神,0.95,理论力学,0.95,组织性能测评,0.95,工艺材料基本常识,0.95,非金属材料的制备工艺过程,0.95,典型金属,0.95,典型零部件产品的制造工艺方法,0.95,材料配方,0.8,,
物料管理,数据统计分析,0.85,可服从外派,0.85,细胞培养操作经验,0.85,无人机,0.85,英语沟通,0.85,组装经验,0.85,芯片行业生产流程,0.8,机械基础,0.76,半导体行业生产,0.7200000000000001,,
声码器,生物分离纯化涉,0.8,nuke,0.76,影视后期制作流程,0.7200000000000001,追求美感,0.68,语音合成技术,0.6400000000000001,生物实验操作技能,0.6000000000000001,光影关系,0.5599999999999999,化学模型,0.52,机合成单元,0.48,,
突发事件,服务意识足,0.8,探索精神,0.8,工作主动性,0.8,linux操作命令4,0.8,商务谈判,0.8,物业各运作流程,0.8,公文写作功底,0.76,组织协调力,0.7200000000000001,offic办公软件,0.68,,
产品交互的体验,python程序,1.0,数据挖掘算法,1.0,多线程处理,1.0,mybati,1.0,linux环境,1.0,需求判断,1.0,控制决策,1.0,spark,1.0,axcure,1.0,,
时尚市场洞察力,社会实践经历,0.8,工作积极主动,0.76,领导力,0.7200000000000001,学生会干部,0.68,管理方向发展,0.6400000000000001,号召力,0.6000000000000001,产品功能,0.5599999999999999,清晰的职业规划,0.52,执行力,0.48,,
工作主动性,商务谈判,1.51,协调沟通,0.8,物业各运作流程,0.8,处理复杂人际关系,0.8,公文写作功底,0.76,数据分析方法,0.76,探索精神,0.75,linux操作命令4,0.75,服务意识足,0.75,组织协调力,0.7200000000000001
算法基础,数据结构,4.96,python程序,3.71,swift,1.56,linux操作命令4,1.48,react技术栈,1.35,设计模式,1.28,offic办公软件,0.95,kafka,0.95,自驱力,0.95,英语四级通,0.95
主流材料分析方法,执行力,1.0,高度额责任心,1.0,自我驱动的意识,1.0,热分析,1.0,半导体封装开发经验,1.0,踏实诚信,1.0,结构公差分析,1.0,人际沟通协调,1.0,积极主动,1.0,,
linux操作系统下的软件开发经历,编码量,0.85,hbase,0.85,storm,0.85,数据结构,0.85,word2vec,0.85,yarn,0.85,spark,0.8,机器学习,0.76,python程序,0.7200000000000001,,
ajax,html5css,3.2800000000000002,react技术栈,2.52,es6,1.62,浏览器端,1.6,typescript语法5,1.54,敬业度,1.0,前端框架,1.0,效沟通技巧,1.0,backbone,1.0,普通话标准,1.0
c++开发经验,视频制作流程,0.9,格式转换,0.9,单反相机,0.9,视频摄像,0.9,图像处理,0.9,17标准,0.9,c1证,0.9,音视频系统,0.8,美术功底,0.76,,
计划并坚持执行,时间管理意识,1.0,快速适应,1.0,课程学习成绩,1.0,可塑性,1.0,与他人协作,1.0,认同公司运作模式,1.0,自我激励,1.0,热爱与人交流,1.0,稳定性,1.0,,
文本分类,机器学习模型,0.9,数据结构,0.9,机器学习,0.9,知识图谱,0.9,命名实体识,0.9,算法基础,0.9,语言模型,0.9,自然语言生成,0.8,python程序,0.76,,
打字流畅,区块链行业,0.95,理论基础知识,0.95,需求分析方法,0.95,管理产业链,0.95,问题解决,0.95,头脑思维灵活,0.95,研发过程管理,0.95,主动性优,0.95,行业信息洞察,0.8,,
抽象思维,需求调研,0.8,理科思,0.76,计算机原理,0.75,沟通表达技巧,0.75,全局思维,0.75,沟通协作,0.75,axcure,0.7200000000000001,竞品分析,0.68,产品常用设计软件,0.6400000000000001,,
网络营销资源,普通话标准,0.8,基金知识,0.76,基金交易业务流程,0.7200000000000001,电话销售,0.68,亲和؜力,0.65,服务意识足,0.65,用户服务意识,0.6400000000000001,服务口碑,0.6000000000000001,电脑使用技能,0.5599999999999999,,
摄影知识,摄像技术,0.8,后期制作技术基础,0.8,视频混剪,0.8,抖音平台的运营模式,0.8,虚拟人设的打造,0.8,创作热情,0.8,创意策划,0.76,数码相机应用技巧,0.7200000000000001,策划经验,0.68,,
韩语精通,进取心,1.0,互联网广告市场,1.0,客户导向精神,1.0,书面表达,1.0,用户导向意识,1.0,沟通学习,1.0,互联网公司工作经验,1.0,主动发现,1.0,幻灯片,1.0,,
水行业信息化,软件系统,0.8,通信网络技术,0.76,组织架构,0.7200000000000001,文字功底,0.7,交流技能,0.7,计算机网络,0.7,大数据处理,0.68,形成解决方案,0.6400000000000001,云计算,0.6000000000000001,,
自助打印,接受挑战,0.95,效沟通技巧,0.95,市场口碑,0.95,挖掘意,0.95,开拓精神,0.95,用户服务意识,0.95,数据变化敏感度,0.95,公司政策,0.95,医疗影像专业,0.8,,
工作组织,营销逻辑,0.8,选品眼光,0.76,乐观主动,0.75,创新开拓精神,0.75,中医病理,0.75,营销文案的写作,0.75,眼视光,0.7200000000000001,公共卫生,0.68,图书策划方案,0.6400000000000001,,
图像专业方向的算法,资源评估,0.8,仿真验证工具,0.8,低速模块,0.8,数字电,0.8,组织资源进行功能设计,0.8,总线规范,0.8,硬件描述语言,0.76,vcs,0.7200000000000001,通信原理,0.68,,
用户分层,内容类产品,0.8,用户导向产品意识,0.76,youtube,0.7200000000000001,聪明好学,0.7,社区社群的运营模式,0.7,文案撰写,0.7,用户需求,0.68,行业数据,0.6400000000000001,换位思考,0.6000000000000001,,
互动交流,产品团队,0.85,手机游戏,0.85,数据变化敏感度,0.85,分析总结,0.85,新鲜事物有感觉,0.85,英文基础,0.85,非定型容器,0.8,文字沟通,0.8,责任心上进心,0.76,身心健康,0.76
物流管理业务流程,基础车辆产品知识,0.8,物流知识,0.76,软件测试基本规范,0.7200000000000001,结果导向思维,0.68,自动化开发经验,0.6400000000000001,用户服务意识,0.6000000000000001,语言感染力,0.5599999999999999,模块化,0.52,组件化,0.48,,
基础理论知识,逻辑思考力,0.9,fluent,0.9,offic办公软件,0.9,流体力,0.9,沟通表达理,0.9,可塑性,0.9,空气动力学,0.9,allegro,0.8,高分子材料,0.8,纺织品,0.8
反馈理论,仿真工具,1.0,电气原理图设计,1.0,vcs,1.0,关键模拟模块,1.0,无线射频电路设计,1.0,模拟电路设计经验,1.0,验证检查,1.0,器件模型,1.0,晶体振荡器,1.0,,
公民意识,数字芯片设计,0.8,python程序,0.76,多语言绑定开发经验,0.7200000000000001,细致踏实,0.7,炭材料分析,0.7,后台开发,0.7,热衷于从事数据分析,0.68,服务器硬件架构,0.6400000000000001,产品开发项目流程,0.6000000000000001,,
赛璐璐画法,美术基础,1.0,造型表现力,1.0,数位屏,1.0,怪兽制作,1.0,表现力,1.0,创造力,1.0,美术功底,1.0,彩修正,1.0,手绘板绘制,1.0,,
人际交际,新闻媒介素养,0.8,媒体内容特点,0.76,供应链业务,0.7200000000000001,灵活驾驭不同领域,0.68,表现形式,0.6400000000000001,招商工作流程,0.6000000000000001,供应商资源,0.6,强烈成功欲望,0.5599999999999999,招商流程,0.52,,
合成软件,爱剪辑,0.8,泛娱乐,0.8,视频剪辑工具,0.8,premiere,0.8,影片片头、片尾的策划,0.8,摄像技术,0.8,数码相机应用技巧,0.76,视频制作软件,0.7200000000000001,后期制作技术基础,0.68,,
声学前端处理算法,人声增强降噪,0.85,语音识别算法,0.85,去混响,0.85,命令词识,0.85,语音唤醒,0.85,系统性的理解,0.85,声学理论,0.8,信号处理基础,0.76,声纹识别,0.7200000000000001,,
显示器,社会实践经历,0.8,策划思路,0.76,工作积极主动,0.75,智能灯具,0.75,管理方向发展,0.75,懂得牺牲,0.75,商业意识,0.7200000000000001,投影机,0.68,懂得感恩,0.6400000000000001,,
文娱相关线下活动设计,组织经验,0.85,设计功底,0.85,专业创意方法,0.85,活动策划执行,0.85,阅片量丰富,0.85,创意策划,0.85,文案写作,0.8,洞察游戏用户诉求,0.76,发散性思维,0.7200000000000001,,
债券方,柜台交易系统,0.8,python程序,0.8,黑色现货,0.8,负责量化交易系统研发,0.8,各类交易规则,0.8,医药信息收集,0.8,债券基础知识,0.76,人际沟通影响力,0.7200000000000001,金融市场,0.68,,
平面软件,敢于打破常规,0.95,脑洞大开,0.95,竞品调研,0.95,设计分析,0.95,创新意识,0.95,设计相关软件,0.95,人机交互设计,0.95,视觉表达,0.95,概念的表达,0.8,,
前期策划,新媒体运营工作经验,0.85,目标敏感,0.85,电磁场,0.85,强烈成功欲望,0.85,flutter,0.85,react技术栈,0.85,mg动画视频的制作,0.8,抓重点,0.76,完成视觉设计,0.7200000000000001,,
流量规则,内驱力,1.0,商务谈判,1.0,短视频,1.0,市场开拓,1.0,投放方式,1.0,敏锐性,1.0,文案写作,1.0,社交媒体,1.0,上推广方式,1.0,,
电磁场原理,材料成型理论,0.8,汽车构造,0.76,犀牛软件,0.7200000000000001,机械设计,0.68,汽车理论,0.6400000000000001,offic办公软件,0.6000000000000001,沟通谈判,0.5599999999999999,专业英文用词,0.52,逻辑思考力,0.48,,
面向对象思想,html5css,0.8,多线程处理,0.8,外语听说读写,0.8,redis,0.8,java语言,0.8,servlet,0.8,mybati,0.76,springcloud,0.7200000000000001,数据结构,0.68,,
商务运营,乐于面对挑战,0.8,核心功能成分,0.8,热爱市场营销,0.8,运营分析,0.8,用户服务意识,0.8,美妆产品使用,0.8,工作心态,0.76,商务谈判,0.7200000000000001,线上营销,0.68,,
solidity开发经验,ethers.js库,0.9,行业规范,0.9,英语书面,0.9,web3.js,0.9,课程学习成绩,0.9,英语四级通,0.9,英语证书,0.9,工程建设的法律法规,0.8,接受挑战,0.76,,
普通话标准,亲和؜力,7.769999999999999,服务意识足,6.23,口齿清晰,6.210000000000001,高度额责任心,4.7299999999999995,化办公软件,4.62,语言表达,4.5,抗压性,4.35,效沟通技巧,3.62,销售意识,3.04,用户服务意识,2.67
勤劳上进,职业道德,0.8,普通话标准,0.76,公关礼仪,0.7200000000000001,商务谈判,0.68,高度额责任心,0.65,拼多多规则,0.65,天猫客服后台操作,0.6400000000000001,语言沟通,0.6000000000000001,生活习惯,0.5599999999999999,,
主流的特效制作软件,美术功底,0.8,手绘板绘制,0.8,设计功底,0.8,审美力,0.8,美工功底,0.8,美术基础,0.8,现主流的特效制作软件,0.76,动画功底,0.7200000000000001,镜头感觉,0.68,,
系统性的理解,声学理论,0.8,信号处理基础,0.76,去混响,0.75,命令词识,0.75,语音识别算法,0.75,人声增强降噪,0.75,声纹识别,0.7200000000000001,声学前端处理算法,0.68,语音唤醒,0.6400000000000001,,
政策法规,销售思维,0.8,代理关系,0.8,制药行业国内外临床试验,0.8,产品发布,0.8,图片处理,0.8,分子生物学技能,0.8,不怕困难,0.76,进销存系统,0.7200000000000001,商务谈判,0.68,,
westernblot,工艺制程,0.8,专业知识体系,0.76,卫生用品原材料特性,0.7200000000000001,执行力,0.7,免疫组化,0.7,流式细胞仪,0.7,市场发展趋势,0.68,生化分析仪,0.6400000000000001,细胞生物学,0.6000000000000001,,
国际视野,亲和؜力,0.8,市场营销知识,0.76,人际理解,0.7200000000000001,组织管理,0.68,商务谈判技巧,0.65,执行力,0.65,计算机办公软件应用,0.6400000000000001,资源拓展整合,0.6000000000000001,前瞻性,0.5599999999999999,,
工艺材料基本常识,材料配方,0.8,产品的常规缺陷,0.8,优化老产品的工艺,0.76,仿真分析软件,0.76,实验设备,0.75,善创变,0.75,复合材料生产的成型工艺,0.75,组织编写说明书,0.75,降低生产能耗,0.7200000000000001,典型金属,0.7200000000000001
汽车理论,offic办公软件,1.75,逻辑思考力,1.75,基础理论知识,0.95,流体力,0.95,汽车结构,0.95,组织协调力,0.95,可塑性,0.95,从事系统运维方向,0.95,沟通表达理,0.95,fluent,0.95
数据显示,物理层算法,0.8,芯片设计流程,0.76,通信系统,0.7200000000000001,数字电路设计,0.68,通信标准,0.6400000000000001,保证流程,0.6000000000000001,tcl,0.5599999999999999,低速数字接口,0.52,信号基本匹配和端接方法,0.48,,
发现时下热点,英语四级通,0.8,文字功底,0.8,数据分析技能,0.8,知识储备,0.8,创新意识,0.8,解决问题的意识,0.8,语言沟通,0.76,谦虚谨慎,0.7200000000000001,推广活动流程,0.68,,
承压力,极富团队合作精神,1.45,沟通表达理,1.45,书面表达,0.85,英语口语,0.85,问题分析,0.85,学上进心,0.85,主动性,0.85,事业心,0.85,负责客户开发,0.8,客户导向,0.8
