岗位分类,能力词
临床监查员/CRA,临床试验经验;学习能力;口头表达能力;组织协调力;抗压性
临床监查员/CRA,GCP;ICH-GCP;逻辑性;表达沟通能力;高度额责任心
临床监查员/CRA,国家药物临床试验管理规;GCP培训合格证书;药品临床研究项目管理;整个流程;临床项目管理;解决问题的意识;沟通协调能力能力;沟通关系
临床监查员/CRA,GCP证
临床监查员/CRA,时间管理推;沟通能力;英语读写能力;解决问题的意识;计算机软件;化办公软件
保险核保员/保险理赔员,商务谈判能力;表达能力;沟通协调能力能力;电子商务业务销售技巧;销售知识;跨团队合作能力
保险核保员/保险理赔员,逻辑分析能力;语言表达;文字书写能力;计算机Office办公操作系统
保险核保员/保险理赔员,沟通能力;逻辑思考力;数据分析处理能力;创新能力;高度额责任心;适应能力
家居设计师/室内设计师/精装设计师/软装设计师,java语言;跨团队合作能力;创新能力;英语四级通
家居设计师/室内设计师/精装设计师/软装设计师,C++编程能力;数据结构
家居设计师/室内设计师/精装设计师/软装设计师,AutoCad;英文读写能力;手绘板绘制
家居设计师/室内设计师/精装设计师/软装设计师,
家居设计师/室内设计师/精装设计师/软装设计师,AutoCad;ppt操作;Skecthup;设计功底;创意能力;室内设计风格;趋势4;执行力;抗压性;团队的协作能力
单片机工程师,模拟电路基础;数字滤波器;测量仪器;单片机编程;C语言程序设计;单片机内部结构;常用外设;常用外围电路;模拟信号处理电路;数字信;创新精神;团队精神6;“基础
单片机工程师,数字滤波器
单片机工程师,ARM平;硬件知识;电路问题;工作责任心;积极主动
单片机工程师,STM32项目软件开发;STC开发流程;代码写作习惯;C语言程序设计;UART;SPI;详细设计;文档编写的能力;EEPROM;ADC;DAC;沟通能力
后勤/总务,offic办公软件;归纳整理能力
投资经理/融资经理,财务资格证书;逻辑思考力;沟通协调能力能力;跨团队合作能力
投资经理/融资经理,市场敏锐度;企图心;企业财务管理;会计学的基础理论;风险意识;客户需求分析判断能力;独立解决客户问题能力;团队协调合作能力;自我管理能力;承压力;自我协调能力
科研顾问,逻辑思考力;学习能力
科研顾问,自觉性高;沟通协调能力能力;团队的协作能力;高度额责任心;服务意识足;抗压性
科研顾问,科研潜力;道德品质
科研顾问,科研潜力;道德品质;身心健康
科研顾问,
投资助理/投资顾问,证券从业资;语言沟通能力;极富团队合作精神;展客户提供素材;热爱证券金;股票软件;财经股票信息处理能力;书写流
投资助理/投资顾问,语言沟通能力;极富团队合作精神;自学习能力;独立分析;解决问题的意识
投资助理/投资顾问,沟通能力;学习能力
投资助理/投资顾问,高敏感度;销售意识
投资助理/投资顾问,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
投资助理/投资顾问,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
投资助理/投资顾问,学习能力;投融资相关专业知识;各类金融工具;沟通能力;抗压性;用户服务意识;敏锐的市场判断力;CFP;CIIA
投资助理/投资顾问,语言表达;沟通能力;谈判能力;抗压性
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,计算机应用能力;化办公软件;积极主动;人际交往;极富团队合作精神;自信乐观
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,会计理论知识;学习能力;高度额责任心
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,沟通能力;极富团队合作精神
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,1年以上工作经验;职业资格证书;职业道德水平
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,沟通能力吃苦耐劳;职业操
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,公司财务分析;财务管理;预算管理;财务软件;化办公软件
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,Excel函;沟通能力;数据分析处理能力;offic办公软件;学校组织干部
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,极富团队合作精神;高度额责任心;爱岗敬业
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,沟通协调能力能力
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,职业资格证书;化办公软件;财务软件;学上进心;高度额责任心;原则性
财务BP管培生/财务分析管培生/财务管培生/财务审计管培生,敏感性
服装设计师/纺织设计师,
知识产权律师,论文发;思路清晰文笔;书面表达;与人沟通
知识产权律师,英文读写能力
知识产权律师,沟通能力;表达力;职业操;保密意识;沟通交互
知识产权律师,
知识产权律师,合同法;知识产权法;专业知识;自律性;细心逻辑;书面文字表达能力;亲和؜力;协调能力;职业道德
知识产权律师,
知识产权律师,沟通表达理;抗压性;勇于挑战高薪;自我时间管理能力
知识产权律师,沟通能力;交际技巧
知识产权律师,协调能力
知识产权律师,技术理解能力;自驱动力;学习能力;文字功底;跨团队合作能力;沟通表达理
知识产权律师,理解知识产权英文文献;逻辑思考力;文书表达能力;语言沟通能力
知识产权律师,英语成绩;学上进心;学习欲;心思缜密;口头表达;沟通协调能力能力
法律风控师,
法律风控师,实践处理能力
健康顾问/医美咨询人员,在线沟通工具;普通话标准;沟通能力;应变能力;学习能力;极富团队合作精神;抗压性
QC/质量控制工程师,高分子材料;网络知识;沟通能力;人际能力;执行能力
QC/质量控制工程师,高度额责任心;合同管理专业知识;组织能力
QC/质量控制工程师,高度额责任心
律师助理,
律师助理,电脑操作即;领悟能力;文字功底;大学四级英文阅读能力
律师助理,
律师助理,通过司法考试
律师助理,逻辑性;效沟通技巧;法律文书写作能力;开拓意识
律师助理,思维敏捷;表达能力;跨团队合作能力
律师助理,学科教师资格证;表达能力;沟通能力;学上进心;与人打交道4;团队意识
律师助理,
律师助理,
律师助理,处事应变能力;抗压性;化办公软件;办公室自动化;人际交往;解决问题的意识
律师助理,
调饮师,三维动画制作;三维调色功底;高度额责任心;调色流程;色彩感觉能力
陈列员,三观正;身材好;语言表达
陈列员,三观正;品德优良
陈列员,语言表达
陈列员,170cm;160cm;三观正;身材好;语言表达
陈列员,170cm;160cm;三观正;身材好;语言表达
陈列员,三观正;品德优良
陈列员,170cm;160cm;三观正;身材好;语言表达
陈列员,170cm;160cm;三观正;身材好;语言表达;无慢性疾病
陈列员,语言能力;逻辑思考力;设计软件
陈列员,时尚敏锐度;沟通表达理;高度额责任心;团队意识
普工/操作工,认真敬业;语言表达;效沟通技巧;计算机软件;offic办公软件;英文功底;中英文阅读;书写流
普工/操作工,动手能力;高度额责任心;动手能力;职业素养;极富团队合作精神;AutoCad
普工/操作工,
普工/操作工,抗压性
普工/操作工,英语口语;书写流;团队精神6;执行能力;高度额责任心
动物实验技术员,动手能力;协调能力
动物实验技术员,学习能力;工作负责;身心健康
动物实验技术员,英语阅读;写作能力;团队合作精神责任心
动物实验技术员,并遵守GLP管理;学习能力
动物实验技术员,并遵守GLP管理;学习能力
计算机辅助药物设计,药物设计方法;分子对接;虚拟筛选;QSAR;分子动力学;自由能;AI药物设计方法d;linux操作命令4;Java底;C++编程能力;Fortran;英语阅读;书写流;药物化学;python程序
出版发行员,沟通协调能力能力;现场应变能力;沟通协调能力能力;高度额责任心;极富团队合作精神;抗压性
金融分析师,英语四级通;英语听说读写能力;策划能力;效沟通技巧;市场洞察能力;为人诚信;高度额责任心;自信心;极富团队合作精神;事业心;创新开拓精神
金融分析师,商业洞察力;逻辑思考力;信息收集分析能力;大量阅读英文材料
金融分析师,业务分析;数据分析处理能力;offic办公软件;Visio;axcure;文案功底;ppt操作;学习能力;沟通能力;归纳总结能力;团队意识
金融分析师,业务分析;数据分析处理能力;offic办公软件;Visio;axcure;文案功底;ppt操作;学习能力;沟通能力;归纳总结能力;团队意识;高度额责任心;流利的英文听说读写能力
金融分析师,业务分析;数据分析处理能力;offic办公软件;Visio;axcure;文案功底;ppt操作;学习能力;沟通能力;归纳总结能力;团队意识
金融分析师,股票软件;财经股票信息处理能力;书写流;语言沟通能力;极富团队合作精神;营销思维
金融分析师,CPA;CFA证书;评级行业;金融机构;沟通能力;研究分析能力;文书表达能力;英文读;写能力
金融分析师,职业道德;高度额责任心;效沟通技巧;极富团队合作精神;逻辑分析能力;文书表达能力;财务分析能力;编程功底;python程序;MatLab;VBA;法律功底;资信用分析
置业顾问,
置业顾问,
置业顾问,团队精神6;普通话标准
置业顾问,沟通力;用户服务意识
置业顾问,沟通表达理;自我协调能力;抗压性;高度额责任心
置业顾问,高度额责任心;沟通能力
置业顾问,
置业顾问,学习能力
置业顾问,语言表达;组织能力;学习能力;组织策划能力
置业顾问,语言表达能力亲和力;判断力;职业操;进取心;学习能力;用于挑战自我;服务意识足
置业顾问,
置业顾问,洞察力;抗挫能力;沟通能力;普通话标准;团队精神6
置业顾问,高度额责任心;沟通能力
置业顾问,沟通能力;极富团队合作精神;语言表达;解决问题的意识;抗压性;逻辑思考力;为人处事能力
置业顾问,
置业顾问,高度额责任心;沟通能力
置业顾问,高度额责任心;沟通能力
置业顾问,亲和؜力;为人诚信;学上进心;抗压性;服务意识足;跨团队合作能力
置业顾问,工作激情;进取精神;谈判能力;电子商务业务销售技巧;电子商务业务销售技巧;说服能力;抗压性;团队精神6
置业顾问,
置业顾问,
置业顾问,极富团队合作精神
置业顾问,亲和؜力;理解力;沟通能力
置业顾问,学上进心;大客户管理;执行力;抗压性
置业顾问,服务意识足
